dup1	dup2	type
AEP_HVAEP1.G000181	AEP_HVAEP12.G023107	DD
AEP_HVAEP11.G019964	AEP_HVAEP13.G024399	DD
AEP_HVAEP1.G000017	AEP_HVAEP13.G024399	DD
AEP_HVAEP1.G000019	AEP_HVAEP13.G024399	DD
AEP_HVAEP5.G010011	AEP_HVAEP13.G024399	DD
AEP_HVAEP6.G011783	AEP_HVAEP13.G024399	DD
AEP_HVAEP11.G021228	AEP_HVAEP15.G027479	DD
AEP_HVAEP10.G017713	AEP_HVAEP15.G027479	DD
AEP_HVAEP13.G024369	AEP_HVAEP15.G027479	DD
AEP_HVAEP1.G000017	AEP_HVAEP15.G027479	DD
AEP_HVAEP8.G014057	AEP_HVAEP15.G027479	DD
AEP_HVAEP1.G000017	AEP_HVAEP13.G024369	DD
AEP_HVAEP8.G014057	AEP_HVAEP13.G024369	DD
AEP_HVAEP10.G017713	AEP_HVAEP13.G024369	DD
AEP_HVAEP1.G000017	AEP_HVAEP10.G017713	DD
AEP_HVAEP8.G014057	AEP_HVAEP10.G017713	DD
AEP_HVAEP1.G000264	AEP_HVAEP9.G017676	DD
AEP_HVAEP1.G000019	AEP_HVAEP9.G017676	DD
AEP_HVAEP1.G000020	AEP_HVAEP3.G006286	DD
AEP_HVAEP2.G004869	AEP_HVAEP3.G006286	DD
AEP_HVAEP1.G000020	AEP_HVAEP2.G004869	DD
AEP_HVAEP2.G004869	AEP_HVAEP6.G011461	DD
AEP_HVAEP3.G006286	AEP_HVAEP6.G011461	DD
AEP_HVAEP1.G000020	AEP_HVAEP6.G011461	DD
AEP_HVAEP1.G000636	AEP_HVAEP1.G000232	DD
AEP_HVAEP1.G000781	AEP_HVAEP1.G000232	DD
AEP_HVAEP15.G027791	AEP_HVAEP1.G000232	DD
AEP_HVAEP1.G002660	AEP_HVAEP1.G000232	DD
AEP_HVAEP13.G025740	AEP_HVAEP1.G000232	DD
AEP_HVAEP13.G025736	AEP_HVAEP1.G000232	DD
AEP_HVAEP13.G024712	AEP_HVAEP1.G000232	DD
AEP_HVAEP1.G000496	AEP_HVAEP1.G000232	DD
AEP_HVAEP2.G002736	AEP_HVAEP1.G000232	DD
AEP_HVAEP1.G002661	AEP_HVAEP1.G000232	DD
AEP_HVAEP1.G000454	AEP_HVAEP1.G000232	DD
AEP_HVAEP13.G025744	AEP_HVAEP1.G000232	DD
AEP_HVAEP1.G000021	AEP_HVAEP1.G000232	DD
AEP_HVAEP13.G024252	AEP_HVAEP1.G000232	DD
AEP_HVAEP1.G000055	AEP_HVAEP1.G000232	DD
AEP_HVAEP10.G018938	AEP_HVAEP1.G000232	DD
AEP_HVAEP1.G000309	AEP_HVAEP13.G024252	DD
AEP_HVAEP1.G002554	AEP_HVAEP13.G024252	DD
AEP_HVAEP13.G025741	AEP_HVAEP13.G024252	DD
AEP_HVAEP1.G000021	AEP_HVAEP13.G024252	DD
AEP_HVAEP1.G000208	AEP_HVAEP13.G024252	DD
AEP_HVAEP1.G000773	AEP_HVAEP1.G002554	DD
AEP_HVAEP1.G000232	AEP_HVAEP1.G002554	DD
AEP_HVAEP1.G000021	AEP_HVAEP1.G002554	DD
AEP_HVAEP1.G000208	AEP_HVAEP1.G002554	DD
AEP_HVAEP10.G018939	AEP_HVAEP1.G002554	DD
AEP_HVAEP15.G027791	AEP_HVAEP1.G002554	DD
AEP_HVAEP13.G025744	AEP_HVAEP1.G002554	DD
AEP_HVAEP13.G025741	AEP_HVAEP1.G002554	DD
AEP_HVAEP13.G024475	AEP_HVAEP1.G002554	DD
AEP_HVAEP14.G027078	AEP_HVAEP1.G002554	DD
AEP_HVAEP1.G000496	AEP_HVAEP13.G025744	DD
AEP_HVAEP13.G024475	AEP_HVAEP13.G025744	DD
AEP_HVAEP13.G025741	AEP_HVAEP13.G025744	PD
AEP_HVAEP1.G000021	AEP_HVAEP13.G025744	DD
AEP_HVAEP1.G000672	AEP_HVAEP1.G000751	DD
AEP_HVAEP1.G000271	AEP_HVAEP1.G000751	DD
AEP_HVAEP1.G000717	AEP_HVAEP1.G000751	DD
AEP_HVAEP1.G000342	AEP_HVAEP1.G000751	DD
AEP_HVAEP1.G000745	AEP_HVAEP1.G000751	PD
AEP_HVAEP1.G000695	AEP_HVAEP1.G000751	DD
AEP_HVAEP1.G000447	AEP_HVAEP1.G000751	DD
AEP_HVAEP1.G000741	AEP_HVAEP1.G000751	PD
AEP_HVAEP1.G000614	AEP_HVAEP1.G000751	DD
AEP_HVAEP1.G000425	AEP_HVAEP1.G000751	DD
AEP_HVAEP1.G000632	AEP_HVAEP1.G000751	DD
AEP_HVAEP1.G000022	AEP_HVAEP1.G000751	DD
AEP_HVAEP1.G000740	AEP_HVAEP1.G000751	DD
AEP_HVAEP1.G000466	AEP_HVAEP1.G000751	DD
AEP_HVAEP1.G000727	AEP_HVAEP1.G000751	DD
AEP_HVAEP1.G000447	AEP_HVAEP1.G000741	DD
AEP_HVAEP1.G000022	AEP_HVAEP1.G000741	DD
AEP_HVAEP1.G000717	AEP_HVAEP1.G000741	DD
AEP_HVAEP6.G011968	AEP_HVAEP1.G000741	DD
AEP_HVAEP1.G000740	AEP_HVAEP1.G000741	TD
AEP_HVAEP1.G000358	AEP_HVAEP1.G000741	DD
AEP_HVAEP1.G000425	AEP_HVAEP1.G000741	DD
AEP_HVAEP1.G000342	AEP_HVAEP1.G000741	DD
AEP_HVAEP1.G000727	AEP_HVAEP1.G000741	DD
AEP_HVAEP2.G002690	AEP_HVAEP2.G003075	DD
AEP_HVAEP6.G011968	AEP_HVAEP2.G003075	DD
AEP_HVAEP1.G000022	AEP_HVAEP2.G003075	DD
AEP_HVAEP2.G003032	AEP_HVAEP2.G003075	DD
AEP_HVAEP2.G002730	AEP_HVAEP2.G003075	DD
AEP_HVAEP1.G000022	AEP_HVAEP1.G000425	DD
AEP_HVAEP2.G003172	AEP_HVAEP1.G000425	DD
AEP_HVAEP1.G000023	AEP_HVAEP1.G000069	DD
AEP_HVAEP1.G000280	AEP_HVAEP1.G000069	DD
AEP_HVAEP13.G024466	AEP_HVAEP1.G000069	DD
AEP_HVAEP1.G000023	AEP_HVAEP2.G002808	DD
AEP_HVAEP1.G000069	AEP_HVAEP2.G002808	DD
AEP_HVAEP1.G000280	AEP_HVAEP2.G002808	DD
AEP_HVAEP1.G000773	AEP_HVAEP2.G002808	DD
AEP_HVAEP2.G002672	AEP_HVAEP13.G024223	DD
AEP_HVAEP1.G000023	AEP_HVAEP13.G024223	DD
AEP_HVAEP2.G002808	AEP_HVAEP13.G024223	DD
AEP_HVAEP13.G024466	AEP_HVAEP13.G024223	DD
AEP_HVAEP1.G000069	AEP_HVAEP13.G024223	DD
AEP_HVAEP1.G002554	AEP_HVAEP13.G024223	DD
AEP_HVAEP1.G000773	AEP_HVAEP13.G024223	DD
AEP_HVAEP2.G002672	AEP_HVAEP15.G027792	DD
AEP_HVAEP1.G000069	AEP_HVAEP15.G027792	DD
AEP_HVAEP1.G002554	AEP_HVAEP15.G027792	DD
AEP_HVAEP14.G027078	AEP_HVAEP15.G027792	DD
AEP_HVAEP13.G024223	AEP_HVAEP15.G027792	DD
AEP_HVAEP1.G000023	AEP_HVAEP15.G027792	DD
AEP_HVAEP2.G002808	AEP_HVAEP15.G027792	DD
AEP_HVAEP1.G000024	AEP_HVAEP3.G007303	DD
AEP_HVAEP3.G007298	AEP_HVAEP3.G007303	PD
AEP_HVAEP10.G018675	AEP_HVAEP3.G007303	DD
AEP_HVAEP1.G000024	AEP_HVAEP3.G007298	DD
AEP_HVAEP1.G000024	AEP_HVAEP12.G022176	DD
AEP_HVAEP10.G018675	AEP_HVAEP12.G022176	DD
AEP_HVAEP3.G007298	AEP_HVAEP12.G022176	DD
AEP_HVAEP3.G007303	AEP_HVAEP12.G022176	DD
AEP_HVAEP3.G006154	AEP_HVAEP12.G022176	DD
AEP_HVAEP10.G018676	AEP_HVAEP12.G022176	DD
AEP_HVAEP10.G018675	AEP_HVAEP10.G018676	TD
AEP_HVAEP3.G007303	AEP_HVAEP10.G018676	DD
AEP_HVAEP3.G006154	AEP_HVAEP10.G018676	DD
AEP_HVAEP3.G007298	AEP_HVAEP10.G018676	DD
AEP_HVAEP1.G000024	AEP_HVAEP10.G018676	DD
AEP_HVAEP4.G007427	AEP_HVAEP8.G015412	DD
AEP_HVAEP8.G015451	AEP_HVAEP8.G015412	DD
AEP_HVAEP6.G011936	AEP_HVAEP8.G015412	DD
AEP_HVAEP8.G015477	AEP_HVAEP8.G015412	DD
AEP_HVAEP1.G002434	AEP_HVAEP8.G015412	DD
AEP_HVAEP1.G000025	AEP_HVAEP8.G015412	DD
AEP_HVAEP8.G015477	AEP_HVAEP9.G016928	DD
AEP_HVAEP8.G015451	AEP_HVAEP9.G016928	DD
AEP_HVAEP1.G000025	AEP_HVAEP9.G016928	DD
AEP_HVAEP8.G015412	AEP_HVAEP9.G016928	DD
AEP_HVAEP1.G000025	AEP_HVAEP4.G007427	DD
AEP_HVAEP1.G002434	AEP_HVAEP4.G007427	DD
AEP_HVAEP6.G011936	AEP_HVAEP4.G007427	DD
AEP_HVAEP9.G016928	AEP_HVAEP4.G007427	DD
AEP_HVAEP8.G015451	AEP_HVAEP4.G007427	DD
AEP_HVAEP1.G000025	AEP_HVAEP8.G015451	DD
AEP_HVAEP6.G011936	AEP_HVAEP8.G015451	DD
AEP_HVAEP1.G000026	AEP_HVAEP1.G000302	DD
AEP_HVAEP5.G009190	AEP_HVAEP12.G021447	DD
AEP_HVAEP1.G000028	AEP_HVAEP12.G021447	DD
AEP_HVAEP1.G000028	AEP_HVAEP5.G009190	DD
AEP_HVAEP1.G000029	AEP_HVAEP7.G013405	DD
AEP_HVAEP9.G017629	AEP_HVAEP7.G013405	DD
AEP_HVAEP1.G001173	AEP_HVAEP7.G013405	DD
AEP_HVAEP9.G016524	AEP_HVAEP7.G013405	DD
AEP_HVAEP4.G008633	AEP_HVAEP7.G013405	DD
AEP_HVAEP11.G021133	AEP_HVAEP7.G013405	DD
AEP_HVAEP9.G016504	AEP_HVAEP7.G013405	DD
AEP_HVAEP12.G021674	AEP_HVAEP7.G013405	DD
AEP_HVAEP10.G019318	AEP_HVAEP7.G013405	DD
AEP_HVAEP6.G011689	AEP_HVAEP7.G013405	DD
AEP_HVAEP9.G015960	AEP_HVAEP7.G013405	DD
AEP_HVAEP5.G010369	AEP_HVAEP7.G013405	DD
AEP_HVAEP6.G010562	AEP_HVAEP14.G026343	DD
AEP_HVAEP9.G016503	AEP_HVAEP14.G026343	DD
AEP_HVAEP3.G006809	AEP_HVAEP14.G026343	DD
AEP_HVAEP10.G018711	AEP_HVAEP14.G026343	DD
AEP_HVAEP7.G013405	AEP_HVAEP14.G026343	DD
AEP_HVAEP1.G000029	AEP_HVAEP14.G026343	DD
AEP_HVAEP2.G004211	AEP_HVAEP14.G026343	DD
AEP_HVAEP9.G017628	AEP_HVAEP14.G026343	DD
AEP_HVAEP6.G011689	AEP_HVAEP9.G015560	DD
AEP_HVAEP1.G000029	AEP_HVAEP9.G015560	DD
AEP_HVAEP13.G025181	AEP_HVAEP9.G015560	DD
AEP_HVAEP9.G017629	AEP_HVAEP9.G015560	DD
AEP_HVAEP1.G000202	AEP_HVAEP9.G015560	DD
AEP_HVAEP2.G002813	AEP_HVAEP9.G015560	DD
AEP_HVAEP9.G015961	AEP_HVAEP9.G015560	DD
AEP_HVAEP7.G013405	AEP_HVAEP9.G015560	DD
AEP_HVAEP6.G010562	AEP_HVAEP2.G002813	DD
AEP_HVAEP11.G019669	AEP_HVAEP2.G002813	DD
AEP_HVAEP5.G010368	AEP_HVAEP2.G002813	DD
AEP_HVAEP13.G025181	AEP_HVAEP2.G002813	DD
AEP_HVAEP11.G021134	AEP_HVAEP2.G002813	DD
AEP_HVAEP7.G013405	AEP_HVAEP2.G002813	DD
AEP_HVAEP2.G003414	AEP_HVAEP2.G002813	DD
AEP_HVAEP9.G017629	AEP_HVAEP2.G002813	DD
AEP_HVAEP9.G016431	AEP_HVAEP2.G002813	DD
AEP_HVAEP1.G000029	AEP_HVAEP2.G002813	DD
AEP_HVAEP8.G014686	AEP_HVAEP2.G002813	DD
AEP_HVAEP1.G000030	AEP_HVAEP1.G000303	DD
AEP_HVAEP1.G000030	AEP_HVAEP1.G000061	DD
AEP_HVAEP1.G000030	AEP_HVAEP1.G000193	DD
AEP_HVAEP1.G000061	AEP_HVAEP1.G000193	DD
AEP_HVAEP1.G000030	AEP_HVAEP1.G000279	DD
AEP_HVAEP1.G000031	AEP_HVAEP1.G000033	PD
AEP_HVAEP1.G000298	AEP_HVAEP1.G000033	DD
AEP_HVAEP1.G000112	AEP_HVAEP1.G000033	DD
AEP_HVAEP1.G000297	AEP_HVAEP1.G000033	DD
AEP_HVAEP1.G000297	AEP_HVAEP1.G000034	DD
AEP_HVAEP1.G000033	AEP_HVAEP1.G000034	TD
AEP_HVAEP1.G000031	AEP_HVAEP1.G000034	PD
AEP_HVAEP1.G000298	AEP_HVAEP1.G000034	DD
AEP_HVAEP1.G000112	AEP_HVAEP1.G000034	DD
AEP_HVAEP1.G000106	AEP_HVAEP1.G000732	DD
AEP_HVAEP10.G018936	AEP_HVAEP1.G000732	DD
AEP_HVAEP1.G000032	AEP_HVAEP1.G000732	DD
AEP_HVAEP1.G000454	AEP_HVAEP1.G000732	DD
AEP_HVAEP1.G000501	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000524	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000160	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000535	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000732	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000376	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000620	AEP_HVAEP1.G000627	PD
AEP_HVAEP14.G026028	AEP_HVAEP1.G000627	DD
AEP_HVAEP14.G025860	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G002410	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000198	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000526	AEP_HVAEP1.G000627	DD
AEP_HVAEP2.G002762	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000536	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000638	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000611	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000531	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000032	AEP_HVAEP1.G000627	DD
AEP_HVAEP2.G003862	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000529	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000607	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000624	AEP_HVAEP1.G000627	PD
AEP_HVAEP1.G000639	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000048	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000072	AEP_HVAEP1.G000627	DD
AEP_HVAEP1.G000032	AEP_HVAEP1.G000160	DD
AEP_HVAEP14.G025850	AEP_HVAEP1.G000160	DD
AEP_HVAEP2.G002673	AEP_HVAEP1.G000160	DD
AEP_HVAEP1.G000501	AEP_HVAEP1.G000160	DD
AEP_HVAEP4.G009033	AEP_HVAEP1.G000160	DD
AEP_HVAEP14.G026028	AEP_HVAEP1.G000160	DD
AEP_HVAEP4.G009035	AEP_HVAEP1.G000160	DD
AEP_HVAEP1.G000072	AEP_HVAEP1.G000160	DD
AEP_HVAEP2.G003840	AEP_HVAEP1.G000160	DD
AEP_HVAEP1.G000107	AEP_HVAEP1.G000160	DD
AEP_HVAEP1.G000157	AEP_HVAEP1.G000160	PD
AEP_HVAEP1.G000158	AEP_HVAEP1.G000160	PD
AEP_HVAEP1.G002411	AEP_HVAEP1.G000160	DD
AEP_HVAEP2.G003862	AEP_HVAEP1.G000160	DD
AEP_HVAEP13.G024242	AEP_HVAEP1.G000160	DD
AEP_HVAEP10.G017774	AEP_HVAEP1.G000160	DD
AEP_HVAEP10.G017775	AEP_HVAEP14.G025850	DD
AEP_HVAEP1.G000032	AEP_HVAEP14.G025850	DD
AEP_HVAEP13.G024242	AEP_HVAEP14.G025850	DD
AEP_HVAEP10.G017774	AEP_HVAEP14.G025850	DD
AEP_HVAEP1.G000112	AEP_HVAEP1.G000113	TD
AEP_HVAEP1.G000034	AEP_HVAEP1.G000113	DD
AEP_HVAEP1.G000033	AEP_HVAEP1.G000113	DD
AEP_HVAEP15.G028671	AEP_HVAEP1.G000113	DD
AEP_HVAEP13.G025413	AEP_HVAEP1.G000113	DD
AEP_HVAEP1.G000297	AEP_HVAEP1.G000113	DD
AEP_HVAEP2.G004034	AEP_HVAEP1.G000113	DD
AEP_HVAEP1.G000298	AEP_HVAEP1.G000113	DD
AEP_HVAEP10.G017987	AEP_HVAEP1.G000113	DD
AEP_HVAEP2.G004128	AEP_HVAEP1.G000113	DD
AEP_HVAEP13.G024691	AEP_HVAEP1.G000113	DD
AEP_HVAEP2.G002937	AEP_HVAEP4.G007541	DD
AEP_HVAEP1.G000298	AEP_HVAEP4.G007541	DD
AEP_HVAEP1.G000113	AEP_HVAEP4.G007541	DD
AEP_HVAEP11.G020215	AEP_HVAEP4.G007541	DD
AEP_HVAEP1.G000034	AEP_HVAEP4.G007541	DD
AEP_HVAEP1.G000033	AEP_HVAEP4.G007541	DD
AEP_HVAEP3.G007227	AEP_HVAEP4.G007541	DD
AEP_HVAEP7.G013244	AEP_HVAEP4.G007541	DD
AEP_HVAEP11.G020315	AEP_HVAEP4.G007541	DD
AEP_HVAEP1.G000035	AEP_HVAEP4.G007725	DD
AEP_HVAEP1.G000911	AEP_HVAEP1.G000921	PD
AEP_HVAEP11.G021218	AEP_HVAEP1.G000921	DD
AEP_HVAEP15.G028885	AEP_HVAEP1.G000921	DD
AEP_HVAEP15.G027168	AEP_HVAEP1.G000921	DD
AEP_HVAEP1.G000888	AEP_HVAEP1.G000921	DD
AEP_HVAEP14.G025829	AEP_HVAEP1.G000921	DD
AEP_HVAEP8.G013957	AEP_HVAEP1.G000921	DD
AEP_HVAEP7.G013659	AEP_HVAEP1.G000921	DD
AEP_HVAEP1.G000528	AEP_HVAEP1.G000921	DD
AEP_HVAEP1.G002546	AEP_HVAEP1.G000921	DD
AEP_HVAEP1.G000037	AEP_HVAEP1.G000921	DD
AEP_HVAEP15.G027169	AEP_HVAEP1.G000921	DD
AEP_HVAEP1.G000921	AEP_HVAEP1.G000137	DD
AEP_HVAEP1.G000037	AEP_HVAEP1.G000137	DD
AEP_HVAEP1.G000921	AEP_HVAEP9.G017674	DD
AEP_HVAEP1.G000888	AEP_HVAEP9.G017674	DD
AEP_HVAEP11.G021218	AEP_HVAEP9.G017674	DD
AEP_HVAEP8.G013957	AEP_HVAEP9.G017674	DD
AEP_HVAEP1.G000037	AEP_HVAEP9.G017674	DD
AEP_HVAEP1.G000911	AEP_HVAEP9.G017674	DD
AEP_HVAEP1.G002546	AEP_HVAEP9.G017674	DD
AEP_HVAEP14.G025829	AEP_HVAEP9.G017674	DD
AEP_HVAEP8.G013935	AEP_HVAEP8.G013868	DD
AEP_HVAEP10.G017772	AEP_HVAEP8.G013868	DD
AEP_HVAEP7.G013681	AEP_HVAEP8.G013868	DD
AEP_HVAEP1.G000037	AEP_HVAEP8.G013868	DD
AEP_HVAEP11.G020140	AEP_HVAEP1.G000621	DD
AEP_HVAEP1.G000038	AEP_HVAEP1.G000621	DD
AEP_HVAEP1.G000039	AEP_HVAEP1.G000621	DD
AEP_HVAEP12.G022563	AEP_HVAEP1.G000621	DD
AEP_HVAEP13.G024391	AEP_HVAEP1.G000621	DD
AEP_HVAEP9.G016772	AEP_HVAEP1.G000621	DD
AEP_HVAEP1.G001175	AEP_HVAEP1.G000621	DD
AEP_HVAEP13.G024100	AEP_HVAEP1.G000621	DD
AEP_HVAEP8.G015142	AEP_HVAEP1.G000621	DD
AEP_HVAEP11.G019633	AEP_HVAEP11.G020141	DD
AEP_HVAEP1.G000621	AEP_HVAEP11.G020141	DD
AEP_HVAEP1.G000088	AEP_HVAEP11.G020141	DD
AEP_HVAEP11.G019634	AEP_HVAEP11.G020141	DD
AEP_HVAEP1.G000038	AEP_HVAEP11.G020141	DD
AEP_HVAEP9.G016772	AEP_HVAEP11.G020141	DD
AEP_HVAEP8.G015142	AEP_HVAEP13.G024392	DD
AEP_HVAEP1.G000038	AEP_HVAEP13.G024392	DD
AEP_HVAEP8.G015143	AEP_HVAEP13.G024392	DD
AEP_HVAEP13.G024100	AEP_HVAEP13.G024392	DD
AEP_HVAEP1.G001177	AEP_HVAEP13.G024392	DD
AEP_HVAEP2.G004758	AEP_HVAEP13.G024391	DD
AEP_HVAEP14.G025891	AEP_HVAEP13.G024391	DD
AEP_HVAEP7.G012831	AEP_HVAEP13.G024391	DD
AEP_HVAEP1.G001175	AEP_HVAEP13.G024391	DD
AEP_HVAEP1.G001177	AEP_HVAEP13.G024391	DD
AEP_HVAEP1.G001179	AEP_HVAEP13.G024391	DD
AEP_HVAEP3.G005592	AEP_HVAEP13.G024391	DD
AEP_HVAEP13.G024378	AEP_HVAEP13.G024391	DD
AEP_HVAEP1.G000039	AEP_HVAEP13.G024391	DD
AEP_HVAEP1.G000118	AEP_HVAEP10.G019168	DD
AEP_HVAEP1.G000040	AEP_HVAEP10.G019168	DD
AEP_HVAEP10.G019168	AEP_HVAEP15.G028238	DD
AEP_HVAEP1.G000040	AEP_HVAEP15.G028238	DD
AEP_HVAEP1.G000118	AEP_HVAEP15.G028238	DD
AEP_HVAEP1.G000084	AEP_HVAEP1.G000058	DD
AEP_HVAEP1.G000040	AEP_HVAEP1.G000058	DD
AEP_HVAEP1.G000042	AEP_HVAEP1.G000058	DD
AEP_HVAEP15.G027230	AEP_HVAEP13.G025603	DD
AEP_HVAEP1.G000041	AEP_HVAEP13.G025603	DD
AEP_HVAEP13.G025175	AEP_HVAEP13.G025603	DD
AEP_HVAEP7.G012848	AEP_HVAEP13.G025603	DD
AEP_HVAEP7.G012847	AEP_HVAEP13.G025603	DD
AEP_HVAEP12.G023889	AEP_HVAEP15.G027965	DD
AEP_HVAEP5.G010099	AEP_HVAEP15.G027965	DD
AEP_HVAEP14.G027011	AEP_HVAEP15.G027965	DD
AEP_HVAEP9.G015623	AEP_HVAEP15.G027965	DD
AEP_HVAEP2.G004899	AEP_HVAEP15.G027965	DD
AEP_HVAEP15.G027932	AEP_HVAEP15.G027965	DD
AEP_HVAEP1.G001126	AEP_HVAEP15.G027965	DD
AEP_HVAEP14.G026568	AEP_HVAEP15.G027965	DD
AEP_HVAEP5.G009227	AEP_HVAEP15.G027965	DD
AEP_HVAEP1.G000957	AEP_HVAEP15.G027965	DD
AEP_HVAEP1.G000041	AEP_HVAEP15.G027965	DD
AEP_HVAEP9.G017012	AEP_HVAEP15.G027965	DD
AEP_HVAEP2.G002696	AEP_HVAEP15.G027965	DD
AEP_HVAEP10.G018661	AEP_HVAEP15.G027965	DD
AEP_HVAEP11.G020043	AEP_HVAEP15.G027965	DD
AEP_HVAEP14.G026007	AEP_HVAEP15.G027965	DD
AEP_HVAEP3.G005530	AEP_HVAEP15.G027965	DD
AEP_HVAEP10.G019072	AEP_HVAEP15.G027965	DD
AEP_HVAEP13.G025603	AEP_HVAEP15.G027965	DD
AEP_HVAEP5.G010100	AEP_HVAEP15.G027965	DD
AEP_HVAEP10.G019337	AEP_HVAEP15.G027965	DD
AEP_HVAEP6.G011801	AEP_HVAEP15.G027965	DD
AEP_HVAEP11.G020188	AEP_HVAEP14.G027011	DD
AEP_HVAEP15.G027933	AEP_HVAEP14.G027011	DD
AEP_HVAEP13.G025603	AEP_HVAEP14.G027011	DD
AEP_HVAEP1.G001125	AEP_HVAEP14.G027011	DD
AEP_HVAEP14.G026659	AEP_HVAEP14.G027011	DD
AEP_HVAEP12.G023888	AEP_HVAEP14.G027011	DD
AEP_HVAEP3.G005186	AEP_HVAEP14.G027011	DD
AEP_HVAEP10.G019072	AEP_HVAEP14.G027011	DD
AEP_HVAEP2.G004899	AEP_HVAEP14.G027011	DD
AEP_HVAEP5.G009227	AEP_HVAEP14.G027011	DD
AEP_HVAEP2.G002696	AEP_HVAEP14.G027011	DD
AEP_HVAEP11.G020043	AEP_HVAEP14.G027011	DD
AEP_HVAEP10.G019337	AEP_HVAEP14.G027011	DD
AEP_HVAEP9.G015623	AEP_HVAEP14.G027011	DD
AEP_HVAEP1.G000041	AEP_HVAEP14.G027011	DD
AEP_HVAEP5.G010099	AEP_HVAEP14.G027011	DD
AEP_HVAEP15.G028237	AEP_HVAEP14.G027011	DD
AEP_HVAEP1.G000041	AEP_HVAEP6.G011801	DD
AEP_HVAEP14.G026568	AEP_HVAEP6.G011801	DD
AEP_HVAEP1.G000042	AEP_HVAEP1.G000159	DD
AEP_HVAEP1.G000479	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000045	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000042	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000058	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000043	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000085	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000475	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000183	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000305	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000306	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000294	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000044	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000159	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000084	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000182	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000073	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000281	AEP_HVAEP1.G000012	DD
AEP_HVAEP1.G000043	AEP_HVAEP1.G000073	DD
AEP_HVAEP1.G000182	AEP_HVAEP1.G000073	DD
AEP_HVAEP1.G000043	AEP_HVAEP1.G000182	DD
AEP_HVAEP1.G000479	AEP_HVAEP1.G000305	DD
AEP_HVAEP1.G000044	AEP_HVAEP1.G000305	DD
AEP_HVAEP1.G000085	AEP_HVAEP1.G000475	DD
AEP_HVAEP1.G000044	AEP_HVAEP1.G000475	DD
AEP_HVAEP1.G000305	AEP_HVAEP1.G000475	DD
AEP_HVAEP1.G000294	AEP_HVAEP1.G000475	DD
AEP_HVAEP1.G000045	AEP_HVAEP1.G000194	DD
AEP_HVAEP1.G000293	AEP_HVAEP1.G000194	DD
AEP_HVAEP1.G000183	AEP_HVAEP1.G000194	DD
AEP_HVAEP1.G000156	AEP_HVAEP1.G000194	DD
AEP_HVAEP1.G000045	AEP_HVAEP1.G000183	DD
AEP_HVAEP1.G000474	AEP_HVAEP15.G028909	DD
AEP_HVAEP4.G007924	AEP_HVAEP15.G028909	DD
AEP_HVAEP12.G022379	AEP_HVAEP15.G028909	DD
AEP_HVAEP1.G000046	AEP_HVAEP15.G028909	DD
AEP_HVAEP10.G018722	AEP_HVAEP15.G028909	DD
AEP_HVAEP4.G008861	AEP_HVAEP15.G028909	DD
AEP_HVAEP12.G022598	AEP_HVAEP15.G028909	DD
AEP_HVAEP1.G001088	AEP_HVAEP15.G028909	DD
AEP_HVAEP1.G000046	AEP_HVAEP10.G018722	DD
AEP_HVAEP12.G022379	AEP_HVAEP10.G018722	DD
AEP_HVAEP15.G027626	AEP_HVAEP10.G018722	DD
AEP_HVAEP4.G007924	AEP_HVAEP10.G018722	DD
